Time, Center Speed, Front Right Speed, Back Right Speed, Front Left Speed, Back Left Speed, Front Right Angle,,,
"	Back Right Angle", Front Left Angle, Back Left Angle,,,,,,,
47.6217494,0.00713906,0.981771,0.983823,1.01645,1.01843,-3.09074,-3.0594,-3.09247,-3.0622
47.6991245,0.0139891,0.989785,0.991887,1.0082,1.01026,-3.02197,-3.00547,-3.02417,-3.00796
47.7760048,0.00195799,0.990108,0.992143,1.00794,1.00994,-3.02176,-3.00578,-3.02389,-3.00819
49.1092509,0.00363216,0.98997,0.992033,1.00805,1.01008,-3.02187,-3.00567,-3.02403,-3.00811
49.1856358,0.00502914,0.98997,0.992033,1.00805,1.01008,-3.0219,-3.0057,-3.02405,-3.00814
49.2625169,0.00931323,0.98997,0.992032,1.00805,1.01008,-3.02194,-3.00574,-3.0241,-3.00819
49.336419,0.0283122,0.990929,0.990927,1.00914,1.00914,3.13328,-3.13357,3.13343,-3.13371
49.4113158,0.00199094,0.991179,0.991177,1.00889,1.00888,3.1335,-3.13381,3.13364,-3.13394
49.6324993,0.0054948,0.991096,0.991093,1.00897,1.00897,3.1334,-3.13376,3.13354,-3.1339
49.7069311,0.0233762,0.991095,0.991094,1.00897,1.00897,3.13346,-3.13369,3.1336,-3.13383
49.8076155,0.00298023,0.991096,0.991094,1.00897,1.00897,3.13344,-3.13371,3.13359,-3.13385
53.3912149,0.00540167,0.992594,0.992592,1.00745,1.00745,3.13478,-3.1351,3.13488,-3.1352
53.4685604,0.00353903,0.994387,0.994385,1.00564,1.00564,3.13639,-3.13674,3.13645,-3.13679
53.543953,0.00772998,0.995097,0.995095,1.00492,1.00492,3.137,-3.1374,3.13705,-3.13744
53.6233433,0.0167672,1.00335,0.995297,1.00472,0.996676,1.71617,1.71735,1.72519,1.72644
53.6967524,0.0260672,1.00281,0.99492,1.00509,0.997219,1.81807,1.82007,1.82691,1.82897
53.8078539,0.0345414,1.00329,0.995251,1.00476,0.996737,1.72804,1.72932,1.73704,1.73839
53.8842395,0.0504981,1.00356,0.995465,1.00455,0.996464,1.67472,1.67557,1.68379,1.68471
53.9680335,0.0395277,1.00387,0.995739,1.00428,0.99615,1.61074,1.61107,1.61985,1.62025
54.0498731,0.0454486,1.004,0.996006,1.00401,0.996023,1.56825,1.56822,1.5772,1.57725
54.127745,0.0524335,1.00225,0.997759,1.00225,0.997758,1.56815,1.56813,1.57319,1.5732
54.2031348,0.0595118,0.997882,1.00211,0.997896,1.00212,1.57013,1.57013,1.56536,1.56538
54.281537,0.0585805,0.99342,1.00659,0.993466,1.00663,1.57513,1.57507,1.56022,1.56036
54.3549106,0.0451691,0.990275,1.00985,0.990271,1.00985,1.5821,1.58188,1.55986,1.56008
54.4352645,0.0581145,0.987561,1.01265,0.987551,1.01264,1.58545,1.58508,1.55687,1.55721
54.5120408,0.0594184,0.985989,1.01428,0.985974,1.01426,1.58741,1.58695,1.55513,1.55556
54.5889194,0.0609085,0.984785,1.01553,0.984766,1.01551,1.58891,1.58836,1.55378,1.55429
54.6757474,0.0625223,0.984677,1.0168,0.983504,1.01567,1.62157,1.61997,1.58482,1.58437
54.7545851,0.0662686,0.985345,1.0174,0.982891,1.01502,1.65698,1.65425,1.62029,1.61872
54.831463,0.0677149,0.985532,1.01756,0.982726,1.01484,1.66675,1.66372,1.63008,1.62821
54.9128416,0.068108,0.985605,1.01762,0.982663,1.01477,1.67048,1.66734,1.63383,1.63183
54.9867423,0.0680226,0.985259,1.01732,0.982968,1.0151,1.65248,1.6499,1.61578,1.61435
55.06756,0.0668232,0.984798,1.01692,0.98339,1.01555,1.62809,1.62628,1.59135,1.5907
55.1519109,0.0664086,0.984328,1.01648,0.98384,1.01601,1.60268,1.60168,1.56591,1.56607
55.2292863,0.066217,0.983876,1.01648,0.983851,1.01646,1.59012,1.5895,1.55282,1.5534
55.3701189,0.0643544,0.980314,1.02022,0.980284,1.02019,1.59437,1.59345,1.54856,1.54943
55.4484884,0.119582,0.972948,1.02811,0.972853,1.02802,1.60424,1.60245,1.54041,1.54205
55.531318,0.0525266,0.969781,1.03149,0.969716,1.03143,1.60755,1.60535,1.53591,1.53799
55.6474104,0.0783242,0.965042,1.03671,0.964916,1.03659,1.61419,1.61118,1.53054,1.53332
55.736199,0.0904314,0.958903,1.04357,0.958701,1.04338,1.62266,1.61845,1.52316,1.52703
55.8145652,0.0650063,0.954105,1.04894,0.953913,1.04876,1.62863,1.62339,1.51657,1.52148
55.9028231,0.0623986,0.949956,1.05368,0.949728,1.05348,1.63432,1.62806,1.51116,1.51704
56.06405,0.0246913,0.95154,1.05556,0.947708,1.05211,1.66523,1.6559,1.54149,1.5444
56.2272379,0.00429015,0.952877,1.05394,0.949141,1.05057,1.66348,1.65457,1.54345,1.54609
56.3011097,0.00718629,0.960348,1.04493,0.957227,1.04206,1.65323,1.64654,1.55369,1.55508
56.3780214,0.0115461,1.02502,1.03675,0.963666,0.976125,2.95545,2.90275,2.94344,2.8876
56.4553672,0.00597282,1.01328,1.01965,0.980471,0.987052,2.9404,2.91177,2.93357,2.90404
57.0421642,0.00130385,1.01889,1.02784,0.972398,0.981775,2.94772,2.90747,2.93833,2.89626
57.1175568,0.00454157,1.03172,1.04636,0.954293,0.970106,2.96396,2.89805,2.94937,2.87847
57.1984076,0.00496055,1.04578,1.06632,0.935017,0.957942,2.98096,2.88836,2.96174,2.85896
57.5887561,0.00111759,1.04702,1.06807,0.933343,0.956896,2.98245,2.88755,2.96287,2.85726
57.6938768,0.016438,0.987226,1.07368,0.926924,1.01851,2.1701,2.11606,2.06689,2.01883
57.7732364,0.0162792,0.959499,1.06052,0.941988,1.0447,1.78241,1.76199,1.66174,1.65278
58.0197483,0.00280172,0.959506,1.06052,0.941984,1.0447,1.78251,1.76208,1.66183,1.65286
58.0956378,0.0107102,0.950244,1.05317,0.950202,1.05313,1.63223,1.62622,1.51009,1.51603
58.4289509,0.0193715,0.950261,1.05318,0.950185,1.05311,1.63252,1.62648,1.51038,1.51629
58.5653759,0.00323291,0.950544,1.05287,0.950456,1.05279,1.63226,1.62628,1.51086,1.5167
58.6590933,0.00149012,0.95072,1.05268,0.950626,1.05259,1.63208,1.62613,1.51115,1.51693
58.7369652,0.00976113,0.953618,1.04942,0.953495,1.04931,1.62856,1.62328,1.51531,1.52038
58.8143713,0.00978908,0.960099,1.04217,0.959966,1.04204,1.62039,1.61648,1.52407,1.52776
58.9462764,0.00877818,0.965117,1.03664,0.964983,1.03651,1.61419,1.6112,1.53072,1.53349
59.1903073,0.00473145,0.968991,1.03241,0.968865,1.03229,1.60941,1.60704,1.53571,1.53787
59.2687092,0.0124912,1.01599,1.02496,0.975208,0.984548,2.91608,2.88066,2.90647,2.86968
59.3505466,0.00489454,1.01165,1.01825,0.981839,0.988636,2.91008,2.88403,2.90292,2.87613
59.8415545,0.00171222,1.01301,1.02035,0.979759,0.987349,2.912,2.88301,2.90406,2.87416
60.7691051,0.0109896,0.981028,1.01945,0.981022,1.01944,1.59297,1.59213,1.5489,1.54972
60.8454893,0.0234693,0.981031,1.01945,0.981019,1.01944,1.59312,1.59228,1.54905,1.54987
60.9233637,0.0274742,0.980885,1.01945,0.98102,1.01958,1.5898,1.58908,1.54556,1.54651
60.996769,0.0244094,0.979925,1.01939,0.981122,1.02054,1.5665,1.56666,1.52123,1.52314
61.0751074,0.0304578,0.979406,1.02044,0.980109,1.02111,1.57914,1.5788,1.53202,1.53358
61.1921638,0.0305475,0.978929,1.02152,0.979059,1.02164,1.59256,1.59165,1.5436,1.54474
61.2735055,0.0499189,0.97854,1.02209,0.978507,1.02206,1.59652,1.59543,1.54643,1.54747
61.3538573,0.0358796,0.97946,1.02295,0.977616,1.02118,1.63346,1.63079,1.5834,1.58286
61.4317609,0.0378435,0.987628,1.02412,0.976125,1.01303,1.86377,1.85304,1.82177,1.81244
61.5071229,0.0277918,0.992497,1.02051,0.979594,1.00797,1.97393,1.96226,1.94184,1.93091
61.6102894,0.0316324,0.995833,1.01329,0.986745,1.00436,2.01311,2.00497,1.99325,1.98538
61.7204028,0.042612,0.99982,1.00061,0.999392,1.00018,2.02165,2.02127,2.02076,2.02038
61.7977785,0.0338137,1.00347,0.991384,1.00864,0.996615,1.92791,1.93246,1.9414,1.94609
61.9069025,0.0223847,1.0043,0.990309,1.00972,0.995808,1.89538,1.90014,1.91098,1.91593
62.014061,0.0348595,0.998234,1.00194,0.998066,1.00177,1.6132,1.61305,1.60903,1.60889
62.0879684,0.0263605,0.989248,1.01135,0.988803,1.01091,1.60126,1.60059,1.57611,1.576
62.1663389,0.0177039,0.983867,1.0177,0.982638,1.01652,1.6224,1.62068,1.58365,1.58322
62.2402399,0.0231283,0.980791,1.02716,0.97337,1.02007,1.73837,1.73074,1.68479,1.67955
62.3175861,0.0263656,0.980194,1.03503,0.965583,1.0212,1.83376,1.81953,1.76995,1.75897
62.3984326,0.031602,0.98342,1.03969,0.960805,1.01833,1.944,1.92289,1.87834,1.86045
62.4768313,0.0435494,0.985128,1.04051,0.959914,1.01667,1.98451,1.96125,1.91988,1.89963
62.5541778,0.0435035,0.983679,1.03982,0.960665,1.01808,1.95018,1.92875,1.88467,1.86642
62.6345283,0.0423568,0.98135,1.03859,0.961992,1.02032,1.89398,1.87557,1.82719,1.81223
62.7089297,0.0337036,0.980362,1.03803,0.962602,1.02127,1.8697,1.85262,1.80243,1.7889
62.804656,0.0481235,0.975913,1.03763,0.96324,1.02572,1.78623,1.77323,1.71418,1.7054
62.8800479,0.0404052,0.968739,1.0405,0.960889,1.03319,1.70927,1.69967,1.62522,1.6214
62.9569279,0.0399151,0.965601,1.04676,0.954959,1.03695,1.73388,1.72114,1.63823,1.63289
63.0353305,0.0380164,0.962609,1.05309,0.948987,1.04065,1.75637,1.74027,1.64907,1.64216
63.1161731,0.0374862,0.959414,1.05898,0.943502,1.04459,1.76991,1.75097,1.65113,1.64334
63.1895534,0.0303217,0.954175,1.06176,0.941336,1.05024,1.73986,1.72259,1.61111,1.60693
63.267951,0.0383394,0.949932,1.06662,0.937087,1.0552,1.73751,1.71913,1.59718,1.59423
63.3428468,0.0387794,0.945895,1.07104,0.933297,1.05993,1.73467,1.71538,1.58349,1.58197
63.4212152,0.0392753,0.943537,1.07606,0.928735,1.06311,1.749,1.72686,1.58809,1.58591
63.4966068,0.040187,0.94035,1.07948,0.925879,1.0669,1.74657,1.72372,1.57705,1.57622
63.5744491,0.0343864,0.939342,1.08048,0.925056,1.06809,1.74544,1.72244,1.57329,1.57296
63.6508625,0.0458022,0.937174,1.07882,0.926992,1.06999,1.72013,1.7004,1.54762,1.55072
63.7287044,0.0460576,0.939172,1.08036,0.925205,1.06824,1.74347,1.72072,1.57129,1.57122
63.8264152,0.0431959,0.942049,1.08246,0.922741,1.0657,1.77641,1.74943,1.60486,1.60028
63.9191669,0.0599675,0.941672,1.08,0.925178,1.06565,1.75927,1.7349,1.59066,1.58804
64.0248151,0.0428089,0.942521,1.07661,0.92835,1.06422,1.74477,1.72292,1.58188,1.58046
64.1021926,0.0489578,0.944787,1.07243,0.932094,1.06126,1.7352,1.71549,1.58078,1.57957
64.1775828,0.0389503,0.947275,1.06821,0.935871,1.05811,1.72644,1.7087,1.58075,1.5796
64.2559525,0.0377222,0.950013,1.06358,0.940045,1.05469,1.71607,1.70046,1.57989,1.5789
64.3303797,0.0361987,0.952705,1.05809,0.945094,1.05125,1.69728,1.68462,1.5716,1.57152
64.4146724,0.0350723,0.956629,1.0525,0.950149,1.04661,1.68729,1.67664,1.5736,1.57334
64.4890999,0.0339371,0.960661,1.0463,0.955845,1.04188,1.67097,1.66274,1.57004,1.5701
64.5674387,0.0268279,0.963135,1.04066,0.961178,1.03885,1.6386,1.63354,1.54775,1.54947
64.6428306,0.0332546,0.967916,1.03506,0.966319,1.03357,1.63101,1.6271,1.55277,1.55394
64.7440457,0.0332566,0.972878,1.02962,0.971359,1.02819,1.62743,1.62431,1.56167,1.56217
64.8957947,0.0461039,0.979526,1.02165,0.9789,1.02105,1.60822,1.60668,1.55979,1.56025
65.0044165,0.0686228,0.99058,1.01064,0.989475,1.00956,1.63111,1.62991,1.6083,1.60755
65.0847677,0.0448909,0.997785,1.00274,0.997271,1.00222,1.66551,1.66504,1.65992,1.65948
65.1611836,0.0395419,1.00361,0.995168,1.00485,0.996414,1.69536,1.69642,1.70482,1.70596
65.2355515,0.0330562,1.00801,0.98841,1.01168,0.992154,1.72516,1.72824,1.74696,1.75046
65.3139196,0.0414015,1.01369,0.980162,1.02009,0.986785,1.72094,1.72612,1.75794,1.76433
65.3883524,0.0420748,1.01964,0.97258,1.02793,0.98127,1.70084,1.70717,1.75239,1.76112
65.4671816,0.0431881,1.02714,0.968274,1.03266,0.97412,1.62189,1.625,1.68607,1.69304
65.5420792,0.0367872,1.03115,0.970077,1.03111,0.970029,1.53679,1.53465,1.60348,1.60554
65.6189888,0.0481494,1.03116,0.970085,1.0311,0.97002,1.53656,1.5344,1.60325,1.60529
65.695343,0.0511296,1.03116,0.970087,1.0311,0.970018,1.53651,1.53435,1.60319,1.60524
65.7722551,0.0501052,1.03116,0.970086,1.0311,0.970019,1.53652,1.53437,1.60321,1.60526
65.8526048,0.0527129,1.03012,0.971053,1.03006,0.970984,1.53754,1.53552,1.6021,1.604
65.9582537,0.054855,1.02914,0.971855,1.02918,0.971901,1.54013,1.53832,1.60279,1.60468
66.0331188,0.0644435,1.02716,0.969072,1.03186,0.974053,1.61101,1.61343,1.67439,1.68056
66.1080146,0.0514165,1.02706,0.965801,1.03514,0.974389,1.65448,1.6598,1.72112,1.73057
66.1868784,0.0509252,1.02898,0.960374,1.04072,0.972942,1.68519,1.6934,1.75945,1.77277
66.2602848,0.0367855,1.03059,0.953894,1.04734,0.971969,1.72231,1.7346,1.80486,1.82339
66.3346869,0.0428862,1.03595,0.947424,1.05425,0.967397,1.70614,1.71887,1.80083,1.82191
66.4130842,0.0414975,1.04053,0.940612,1.0615,0.963753,1.70319,1.71735,1.80939,1.83414
66.4934375,0.0395246,1.04877,0.942242,1.06069,0.955491,1.61354,1.61837,1.72678,1.74412
66.640222,0.0353002,1.0543,0.947859,1.05566,0.949378,1.52532,1.52021,1.63901,1.64666
66.7557889,0.0725421,1.04867,0.943234,1.05968,0.955455,1.6074,1.6115,1.71959,1.73596
66.8331661,0.0487004,1.04254,0.93544,1.06689,0.962504,1.71494,1.73158,1.82825,1.85691
66.9085887,0.0439142,1.04287,0.928087,1.07431,0.963283,1.75137,1.77399,1.8721,1.90813
66.9874204,0.043381,1.04455,0.920471,1.08213,0.962902,1.77155,1.79906,1.90127,1.94407
67.0638363,0.0337514,1.04938,0.917152,1.08598,0.958809,1.74549,1.77099,1.88321,1.92637
67.1382057,0.0398907,1.05323,0.91385,1.08974,0.955697,1.72935,1.75379,1.87403,1.91823
67.2121403,0.0384301,1.0524,0.907944,1.09557,0.95765,1.75865,1.78899,1.90797,1.95893
67.2875015,0.0306688,1.05326,0.90411,1.09952,0.957602,1.76607,1.79882,1.91978,1.97427
67.3629248,0.0370111,1.05628,0.90109,1.10292,0.955335,1.75511,1.78732,1.91456,1.97045
67.4367977,0.0295451,1.07667,0.915794,1.09116,0.932792,1.56737,1.56677,1.73401,1.76203
67.5131801,0.0145286,1.08428,0.924075,1.08416,0.923932,1.48656,1.47192,1.65369,1.6681
74.2571634,0.0134123,1.03653,0.8887,1.11321,0.977045,1.93339,1.99732,2.08521,2.1659
74.333025,0.0259291,1.07513,0.915078,1.09163,0.934409,1.5794,1.5809,1.7451,1.77481
74.4109244,0.0404263,1.0824,0.922778,1.08513,0.925975,1.50272,1.49093,1.66904,1.686
74.4847994,0.0592321,1.08402,0.924655,1.08353,0.924078,1.4849,1.47005,1.65124,1.66516
74.5621752,0.0761822,1.08169,0.926678,1.08107,0.925957,1.48623,1.47204,1.64834,1.66137
74.6757883,0.0685494,1.07859,0.930791,1.07639,0.928238,1.48005,1.4656,1.63525,1.64556
74.7655367,0.16503,1.06728,0.939077,1.06624,0.937896,1.49576,1.4855,1.6315,1.63982
74.8409607,0.144635,1.06106,0.943833,1.06058,0.94329,1.50479,1.49658,1.6295,1.63681
74.9178386,0.166027,1.05307,0.947845,1.05553,0.950584,1.53539,1.53146,1.64778,1.6563
74.9922068,0.165338,1.04614,0.953157,1.04942,0.956758,1.55221,1.55039,1.65205,1.65994
75.0701101,0.133245,1.0413,0.958301,1.04378,0.960985,1.55244,1.55085,1.64202,1.64817
75.1435189,0.166515,1.03477,0.96457,1.03691,0.96687,1.55981,1.55901,1.63605,1.64078
75.2218563,0.169115,1.02763,0.971655,1.02929,0.973412,1.56656,1.56632,1.62777,1.63105
75.298274,0.167798,1.02022,0.979145,1.02136,0.980342,1.57302,1.57311,1.61828,1.62026
75.3736324,0.12996,1.01355,0.985965,1.01427,0.986701,1.57859,1.57881,1.60919,1.61026
75.4540082,0.160955,1.00158,0.998363,1.00164,0.998419,1.58436,1.5844,1.58797,1.58803
75.5626343,0.158624,0.988074,1.01256,0.987627,1.01212,1.60095,1.60022,1.57306,1.573
75.6935503,0.250622,0.966318,1.03574,0.965771,1.03523,1.61825,1.61507,1.5373,1.53955
75.7724406,0.21318,0.947931,1.05638,0.947333,1.05584,1.64023,1.63309,1.51111,1.51725
75.856272,0.148453,0.935352,1.07144,0.934421,1.07063,1.65909,1.64785,1.49459,1.5043
75.9391017,0.175196,0.922577,1.09034,0.918401,1.08681,1.69603,1.67668,1.4893,1.50195
76.0169436,0.137221,0.923101,1.1079,0.901549,1.09001,1.7878,1.75117,1.55605,1.5586
76.0923655,0.101023,0.929883,1.11864,0.890035,1.08574,1.87067,1.81889,1.63171,1.62072
76.1672652,0.121406,0.93459,1.12223,0.88575,1.08189,1.91049,1.85197,1.67236,1.6539
76.2421575,0.12246,0.932776,1.12177,0.886518,1.08361,1.89868,1.84188,1.65884,1.6428
76.3190075,0.0982701,0.931437,1.12128,0.887237,1.08484,1.88942,1.83405,1.64856,1.63438
76.3988618,0.120811,0.931822,1.12151,0.886947,1.08451,1.89241,1.83655,1.65172,1.63695
76.4742534,0.0993376,0.925918,1.11785,0.891546,1.08955,1.84597,1.7978,1.60303,1.59717
76.5501411,0.0214206,0.905875,1.10874,0.904434,1.10756,1.70435,1.6798,1.44968,1.47197
80.7989059,0.00279397,0.91196,1.1008,0.910581,1.09966,1.69478,1.67343,1.45962,1.4788
81.1748429,0.00149012,0.929502,1.07863,0.928415,1.07769,1.66801,1.65454,1.48643,1.49814
81.2502691,0.00642613,0.93731,1.06918,0.93631,1.06831,1.65701,1.64636,1.49797,1.50698
81.3281057,0.00474975,0.949454,1.05485,0.948641,1.05412,1.64027,1.63331,1.51497,1.52056
81.5770986,0.00130385,0.95864,1.04432,0.957982,1.04372,1.62799,1.6233,1.52722,1.5308
81.6530163,0.00307336,0.973575,1.02776,0.97316,1.02737,1.60893,1.60692,1.54625,1.54755
82.1351319,0.00177929,1.0474,0.954642,1.04806,0.955366,1.52724,1.523,1.62698,1.63244
82.5592075,0.007217,1.04858,0.953598,1.04923,0.954317,1.52589,1.52141,1.62791,1.6336
82.6336079,0.0167617,1.03461,0.940718,1.06088,0.969536,1.76647,1.78629,1.8664,1.89522
82.7085037,0.0401426,1.03042,0.937551,1.06374,0.974052,1.83297,1.85965,1.9317,1.96669
82.7843615,0.0370312,1.02968,0.936,1.06525,0.974992,1.84966,1.87844,1.94917,1.98625
82.8582964,0.00402198,1.02969,0.936004,1.06524,0.974984,1.84954,1.87831,1.94905,1.98612
83.1484235,0.00150171,1.02971,0.935958,1.06529,0.974963,1.84945,1.87823,1.94903,1.98613
83.223351,0.0149041,0.982523,0.918338,1.08179,1.02385,2.47004,2.56362,2.54103,2.62947
83.2977549,0.0359554,0.988674,0.898102,1.10192,1.02144,2.35755,2.46462,2.45542,2.55827
83.3746289,0.035624,0.978312,0.879335,1.12089,1.03563,2.41572,2.55368,2.52365,2.65126
83.4495268,0.00798171,0.977894,0.87533,1.12491,1.03699,2.41121,2.55386,2.5229,2.65452
83.7401528,0.0114033,1.01503,0.876467,1.12402,1.00067,2.11586,2.21485,2.25933,2.36561
83.8150797,0.0129226,1.07289,0.906184,1.1002,0.938358,1.6304,1.64139,1.80176,1.84253
83.8899748,0.0273473,1.01716,0.872575,1.12801,0.999587,2.10137,2.2017,2.2505,2.35933
83.9653664,0.0258317,0.986681,0.856345,1.1437,1.03336,2.31777,2.46999,2.45615,2.59983
84.0407586,0.0175497,0.977957,0.845624,1.15463,1.04492,2.36157,2.53596,2.50348,2.66281
84.2639584,0.00102445,0.977968,0.845622,1.15463,1.04491,2.3615,2.53589,2.50342,2.66274
84.338358,0.014918,0.965251,0.843881,1.15696,1.05782,2.43762,2.62989,2.57116,2.74028
84.4122623,0.0325537,0.998673,0.829866,1.17015,1.02985,2.21995,2.38544,2.39402,2.55576
84.4936036,0.0478568,0.999134,0.810665,1.18935,1.03608,2.20712,2.39264,2.39974,2.57976
84.5689951,0.0154995,0.997259,0.802612,1.19739,1.04087,2.21227,2.40908,2.41102,2.59981
84.8095577,0.00121072,0.997279,0.802612,1.19739,1.04085,2.21217,2.40896,2.41093,2.59971
84.8844235,0.0272094,0.930218,0.80475,1.19983,1.1054,2.53408,2.82112,2.68315,2.91019
84.9608373,0.0408444,0.927108,0.78606,1.21928,1.1158,2.50703,2.82352,2.67397,2.91945
85.0783603,0.0217445,0.942199,0.768309,1.23526,1.10835,2.417,2.7344,2.61155,2.86349
85.2490152,0.00959262,0.942316,0.767331,1.23624,1.10866,2.41501,2.73355,2.61062,2.86337
85.3293691,0.0351365,0.898515,0.771695,1.23936,1.15073,2.57644,2.95856,2.74285,3.01923
85.4047611,0.0327902,0.927063,0.739751,1.26674,1.13685,2.42426,2.80648,2.63968,2.92592
85.4796533,0.00482943,0.926775,0.736428,1.27022,1.1388,2.41991,2.80756,2.63863,2.92796
85.8819087,0.00233017,0.929206,0.752957,1.2528,1.12829,2.43871,2.79809,2.64157,2.9149
86.3317803,0.00102445,0.934378,0.78309,1.22125,1.10979,2.4728,2.78229,2.64732,2.89086
86.487028,0.00270084,0.941476,0.817248,1.18577,1.08976,2.51074,2.76597,2.65421,2.86288
86.8813177,0.0024375,0.945199,0.833001,1.1695,1.08084,2.52789,2.75883,2.65745,2.84962
87.1070319,0.00474975,0.9455,0.833927,1.16854,1.08025,2.5285,2.75793,2.65731,2.84844
87.1868777,0.0132997,0.933467,0.836989,1.16682,1.09117,2.59898,2.84071,2.71573,2.91226
87.2622764,0.0202768,1.04008,0.827828,1.1743,0.991219,1.98704,2.10365,2.19731,2.33869
87.3366757,0.00329272,1.04024,0.827468,1.17467,0.991192,1.98645,2.10321,2.19717,2.33884
87.5807119,0.00112146,1.04024,0.827526,1.17462,0.991174,1.98642,2.10313,2.19709,2.3387
87.6551073,0.0188136,1.12632,0.894233,1.12367,0.890892,1.44331,1.40996,1.67833,1.70658
87.7289795,0.0252416,1.12494,0.896427,1.1211,0.8916,1.44016,1.40659,1.67205,1.69824
87.8044028,0.0101514,1.12287,0.89429,1.1227,0.894077,1.45439,1.42445,1.6859,1.71552
89.107394,0.00130385,1.12288,0.894303,1.12269,0.894064,1.45431,1.42434,1.68582,1.71542
89.286919,0.00554509,1.12293,0.894363,1.12264,0.894004,1.45394,1.42389,1.68546,1.71496
89.4927855,0.00205103,1.1227,0.894575,1.12237,0.894161,1.45397,1.42399,1.68509,1.71444
89.5751254,0.0177108,1.12026,0.905508,1.11074,0.893708,1.42224,1.38664,1.6421,1.65945
89.6500177,0.0317581,1.10757,0.906043,1.10712,0.905498,1.46561,1.44209,1.6721,1.69477
89.7501777,0.0281259,1.10315,0.909356,1.10279,0.908926,1.46958,1.4479,1.6688,1.68979
89.8270902,0.00428408,1.10239,0.909993,1.10198,0.909503,1.46999,1.44858,1.66791,1.68855
89.9758588,0.00525847,1.1025,0.909967,1.10203,0.909401,1.46964,1.44814,1.66769,1.6883
90.0522772,0.026908,1.04969,0.866304,1.13694,0.970182,1.88549,1.95525,2.07009,2.16651
90.1579209,0.0510182,1.05976,0.869485,1.13502,0.959775,1.8188,1.87464,2.0099,2.09758
90.2332814,0.0410248,1.0814,0.88018,1.12772,0.936504,1.67327,1.69681,1.87563,1.94058
90.3082114,0.00448004,1.08163,0.879956,1.12798,0.936346,1.67276,1.69624,1.87553,1.94062
90.5314125,0.00366189,1.08571,0.874805,1.13389,0.933918,1.66736,1.69074,1.87842,1.94725
90.6058111,0.00484646,1.08417,0.876856,1.13155,0.934798,1.66907,1.69241,1.87692,1.94421
90.755102,0.00149012,1.07536,0.888282,1.11856,0.940124,1.68034,1.70353,1.86986,1.92895
91.0725132,0.00195578,1.07479,0.889057,1.11769,0.940473,1.681,1.70414,1.86929,1.92783
91.7391377,0.0020825,1.0933,0.865486,1.14468,0.929538,1.65732,1.68018,1.88337,1.95916
91.8135673,0.00465661,1.08052,0.88174,1.126,0.936916,1.67313,1.69631,1.8733,1.93696
92.3581437,0.00149012,1.03948,0.938016,1.06401,0.96513,1.73017,1.74758,1.83781,1.86595
92.4330716,0.00133345,1.0384,0.939605,1.06232,0.965973,1.73177,1.74886,1.83673,1.864
92.7647817,0.00271205,1.02615,0.957967,1.04295,0.975946,1.75079,1.76375,1.82448,1.84233
93.0876778,0.00474975,1.01805,0.970548,1.0299,0.982972,1.76394,1.77352,1.8159,1.82786
93.1615814,0.017017,0.97672,0.969897,1.03051,1.02405,2.97569,3.02497,2.98442,3.03116
93.2364779,0.0295383,1.01636,0.969437,1.03095,0.984714,1.81589,1.82802,1.8672,1.88158
93.3123349,0.037719,1.02447,0.976035,1.0247,0.976279,1.54846,1.54735,1.60166,1.60319
93.4130497,0.00456348,1.02451,0.976001,1.02474,0.976241,1.54835,1.54723,1.60163,1.60316
93.6391973,0.00502914,1.02451,0.976003,1.02474,0.976239,1.54827,1.54716,1.60156,1.60308
93.7135973,0.0303197,1.0255,0.978342,1.02244,0.975135,1.48738,1.48335,1.5393,1.53777
93.7895164,0.0326027,1.02463,0.981336,1.01938,0.975861,1.44004,1.43423,1.48785,1.48414
93.8644129,0.00102445,1.02463,0.981336,1.01938,0.97586,1.44002,1.43422,1.48783,1.48412
94.2567484,0.00695256,1.03143,0.976376,1.02479,0.969358,1.43423,1.42647,1.49473,1.49037
94.3306548,0.00875641,1.03998,0.970261,1.03161,0.961284,1.42707,1.41666,1.50323,1.49828
94.7026524,0.00270084,1.05498,0.959835,1.04367,0.947391,1.41506,1.39948,1.51793,1.51255
95.1039158,0.00408298,1.03575,0.973288,1.02821,0.965263,1.4303,1.42121,1.49874,1.49403
95.2065834,0.00821467,1.01669,0.987253,1.01308,0.983536,1.44616,1.44242,1.47886,1.47609
95.2829411,0.00376697,1.00464,0.996405,1.00362,0.995378,1.45668,1.45574,1.46591,1.46504
95.3921039,0.00102445,1.00393,0.996953,1.00307,0.996083,1.45731,1.45652,1.46514,1.46439
95.4838213,0.00139698,1.0038,0.99705,1.00297,0.996207,1.45742,1.45665,1.465,1.46428
96.1122517,0.00297003,0.993575,1.00504,0.995007,1.00646,1.46672,1.46791,1.45375,1.45509
96.2040431,0.0193217,0.998721,1.00364,0.996367,1.00129,1.97578,1.97368,1.97023,1.96815
96.2784428,0.0185078,1.0004,0.998295,1.00171,0.999602,2.07317,2.07433,2.07553,2.0767
96.623162,0.00391155,1.00045,0.998084,1.00192,0.999553,2.07295,2.07425,2.0756,2.07691
96.6985543,0.0054948,1.00023,0.999035,1.00096,0.999775,2.07392,2.07458,2.07526,2.07592
96.7734201,0.0135042,0.999786,1.00021,0.999786,1.00021,1.57104,1.57104,1.57056,1.57056
96.8493378,0.020396,0.998112,1.00189,0.998112,1.00189,1.57293,1.57292,1.56867,1.56868
